,Economy (GDP per Capita),Generosity,Country,Happiness Rank,Health (Life Expectancy),year,Happiness Score,Trust (Government Corruption),Freedom,Continent
85,1.07937383651733,0.186967849731445,Dominican Republic,86,0.574873745441437,2017,5.230000019073491,0.113945253193378,0.55258983373642,North America
47,0.889,0.114,Ecuador,48,0.736,2018,5.973,0.12,0.556,South America
47,0.8640200000000001,0.11540999999999998,Ecuador,48,0.79075,2015,5.975,0.1809,0.48573999999999995,South America
50,0.97306,0.10074,Ecuador,51,0.68613,2016,5.976,0.18037,0.4027,South America
43,1.00082039833069,0.15011246502399403,Ecuador,44,0.685636222362518,2017,6.00799989700317,0.140134647488594,0.4551981985569,South America
49,0.912,0.126,Ecuador,50,0.868,2019,6.028,0.087,0.498,South America
57,0.853383601,0.115006477,Ecuador,58,0.838837743,2020,5.925199986,0.086753383,0.555234551,South America
103,0.989701807498932,0.128631442785263,Egypt,104,0.520187258720398,2017,4.7350001335144,0.114381365478039,0.28211015462875394,Africa
136,0.9129999999999999,0.076,Egypt,137,0.644,2019,4.166,0.067,0.24100000000000002,Africa
119,0.95395,0.12705999999999998,Egypt,120,0.5211600000000001,2016,4.362,0.10393,0.18847,Africa
137,0.8752289409999999,0.068801254,Egypt,138,0.596911311,2020,4.151400089,0.095461793,0.37368473399999996,Africa
121,0.885,0.092,Egypt,122,0.5529999999999999,2018,4.419,0.107,0.312,Africa
134,0.8818,0.11291,Egypt,135,0.61712,2015,4.194,0.06324,0.17288,Africa
44,0.9097844958305359,0.0782579854130745,El Salvador,45,0.596018552780151,2017,6.002999782562259,0.0899809598922729,0.432452529668808,North America
33,0.748940408,0.11893630000000001,El Salvador,34,0.752730012,2020,6.34829998,0.11703035199999999,0.5240439179999999,North America
39,0.8059999999999999,0.065,El Salvador,40,0.639,2018,6.167000000000001,0.08199999999999999,0.461,North America
45,0.8737,0.08877,El Salvador,46,0.596,2016,6.068,0.10613,0.37269,North America
41,0.76454,0.10692,El Salvador,42,0.67737,2015,6.13,0.11775999999999999,0.4035,North America
34,0.794,0.09300000000000001,El Salvador,35,0.789,2019,6.252999999999999,0.07400000000000001,0.43,North America
62,1.2,0.086,Estonia,63,0.737,2018,5.739,0.174,0.5529999999999999,Europe
71,1.2796399999999999,0.08423,Estonia,72,0.68098,2016,5.517,0.18519000000000002,0.41511000000000003,Europe
50,1.192441225,0.12513674800000002,Estonia,51,0.842615008,2020,6.0218000410000005,0.201766819,0.576664805,Europe
65,1.3208793401718102,0.0988908112049103,Estonia,66,0.695168316364288,2017,5.61100006103516,0.18324892222881303,0.479131430387497,Europe
72,1.15174,0.0868,Estonia,73,0.77361,2015,5.428999999999999,0.15184,0.44888,Europe
54,1.237,0.10300000000000001,Estonia,55,0.8740000000000001,2019,5.893,0.161,0.495,Europe
126,0.308,0.22,Ethiopia,127,0.391,2018,4.35,0.146,0.452,Africa
114,0.29283000000000003,0.29522,Ethiopia,115,0.34578000000000003,2016,4.508,0.1717,0.36703,Africa
135,0.315125644,0.227698103,Ethiopia,136,0.483846247,2020,4.186200142,0.117437035,0.41256687,Africa
118,0.339233845472336,0.31265074014663696,Ethiopia,119,0.35340970754623396,2017,4.46000003814697,0.16545571386814098,0.408842742443085,Africa
133,0.336,0.209,Ethiopia,134,0.532,2019,4.2860000000000005,0.1,0.344,Africa
121,0.19072999999999998,0.24325,Ethiopia,122,0.44055,2015,4.512,0.15048,0.4345,Africa
0,1.285189509,0.159670442,Finland,1,0.961271405,2020,7.808700085,0.477857262,0.66231674,Europe
0,1.34,0.153,Finland,1,0.986,2019,7.769,0.39299999999999996,0.596,Europe
4,1.44357192516327,0.24548277258873,Finland,5,0.80915766954422,2017,7.468999862670901,0.38261154294014,0.6179508566856379,Europe
5,1.29025,0.23351,Finland,6,0.8891100000000001,2015,7.406000000000001,0.41372,0.64169,Europe
4,1.40598,0.25492,Finland,5,0.81091,2016,7.412999999999999,0.41003999999999996,0.57104,Europe
0,1.305,0.20199999999999999,Finland,1,0.8740000000000001,2018,7.632000000000001,0.39299999999999996,0.6809999999999999,Europe
22,1.2930000000000001,0.098,France,23,0.9079999999999999,2018,6.489,0.17600000000000002,0.52,Europe
30,1.43092346191406,0.129762306809425,France,31,0.8444658517837521,2017,6.44199991226196,0.172502428293228,0.470222115516663,Europe
22,1.268129349,0.112607703,France,23,1.029714227,2020,6.663799762999999,0.227303237,0.5140509010000001,Europe
31,1.39488,0.1216,France,32,0.83795,2016,6.478,0.17808,0.46562,Europe
23,1.324,0.111,France,24,1.045,2019,6.5920000000000005,0.183,0.436,Europe
28,1.27778,0.12332,France,29,0.9457899999999999,2015,6.575,0.20646,0.55011,Europe
133,1.15851,0.062439999999999996,Gabon,134,0.3494,2016,4.121,0.09314,0.28098,Africa
117,1.1982102394104,0.0437853783369064,Gabon,118,0.35657858848571794,2017,4.46500015258789,0.0760467872023582,0.31232857704162603,Africa
103,1.057,0.043,Gabon,104,0.5710000000000001,2019,4.7989999999999995,0.055,0.295,Africa
107,0.9880443809999999,0.052013602,Gabon,108,0.522574842,2020,4.829299927,0.05580453900000001,0.36945989700000004,Africa
102,1.036,0.032,Gabon,103,0.40399999999999997,2018,4.758,0.052000000000000005,0.35600000000000004,Africa
142,1.06024,0.06822,Gabon,143,0.43372,2015,3.8960000000000004,0.11091,0.31914000000000003,Africa
112,0.256990552,0.425989687,Gambia,113,0.35324788100000004,2020,4.750599861,0.158093795,0.403419524,Africa
119,0.308,0.26899999999999996,Gambia,120,0.428,2019,4.516,0.16699999999999998,0.382,Africa
124,0.950612664222717,0.0540088154375553,Georgia,125,0.649546980857849,2017,4.28599977493286,0.25166663527488703,0.309410035610199,Europe
116,0.847198069,0.047609735,Georgia,117,0.6946576240000001,2020,4.672599792,0.174088076,0.485494107,Europe
129,0.7419,0.055470000000000005,Georgia,130,0.72926,2015,4.297,0.38331,0.40576999999999996,Europe
127,0.853,0.038,Georgia,128,0.643,2018,4.34,0.215,0.375,Europe
118,0.8859999999999999,0.043,Georgia,119,0.752,2019,4.519,0.16399999999999998,0.34600000000000003,Europe
125,0.8379200000000001,0.06786,Georgia,126,0.64035,2016,4.252,0.3188,0.32461,Europe
25,1.32792,0.28214,Germany,26,0.89186,2015,6.75,0.21843,0.6147699999999999,Europe
14,1.34,0.273,Germany,15,0.861,2018,6.965,0.28,0.586,Europe
15,1.48792338371277,0.33626917004585305,Germany,16,0.798950731754303,2017,6.9510002136230495,0.276731938123703,0.562511384487152,Europe
15,1.44787,0.30451999999999996,Germany,16,0.81487,2016,6.994,0.28551,0.53466,Europe
16,1.314184546,0.252037704,Germany,17,0.9721148009999999,2020,7.075799942000001,0.309362292,0.564274132,Europe
16,1.3730000000000002,0.261,Germany,17,0.987,2019,6.985,0.265,0.495,Europe
130,0.667224824428558,0.25692394375801103,Ghana,131,0.29563772678375205,2017,4.11999988555908,0.0253363698720932,0.423026293516159,Africa
123,0.63107,0.21203000000000002,Ghana,124,0.29681,2016,4.276,0.0326,0.40973000000000004,Africa
113,0.5455800000000001,0.23087,Ghana,114,0.40131999999999995,2015,4.633,0.04355,0.42341999999999996,Africa
97,0.611,0.245,Ghana,98,0.486,2019,4.996,0.04,0.381,Africa
107,0.5920000000000001,0.212,Ghana,108,0.337,2018,4.657,0.028999999999999998,0.499,Africa
90,0.575862467,0.261291206,Ghana,91,0.432162255,2020,5.1479997630000005,0.056570380999999996,0.47729006399999996,Africa
76,1.128070116,0.0,Greece,77,0.979431748,2020,5.514999866,0.048844352,0.17351634800000001,Europe
81,1.181,0.0,Greece,82,0.9990000000000001,2019,5.287000000000001,0.034,0.067,Europe
101,1.15406,0.0,Greece,102,0.88213,2015,4.857,0.013969999999999998,0.07699,Europe
86,1.28948748111725,0.0,Greece,87,0.8101989030838009,2017,5.2270002365112305,0.043289776891470004,0.0957312509417534,Europe
78,1.1540000000000001,0.0,Greece,79,0.879,2018,5.358,0.044000000000000004,0.131,Europe
98,1.24886,0.0,Greece,99,0.80029,2016,5.033,0.04127,0.05822000000000001,Europe
26,0.8,0.175,Guatemala,27,0.746,2019,6.436,0.078,0.535,North America
38,0.83454,0.28808,Guatemala,39,0.5403899999999999,2016,6.324,0.08701,0.50379,North America
28,0.872001945972443,0.283488392829895,Guatemala,29,0.540239989757538,2017,6.4539999961853,0.0772232785820961,0.5313106179237371,North America
28,0.7538157109999999,0.170611665,Guatemala,29,0.705952585,2020,6.398900032,0.09836030000000001,0.613146722,North America
42,0.74553,0.27489,Guatemala,43,0.64425,2015,6.122999999999999,0.09472,0.57733,North America
29,0.7809999999999999,0.179,Guatemala,30,0.608,2018,6.382000000000001,0.071,0.604,North America
150,0.22415,0.29914,Guinea,151,0.18829,2016,3.6069999999999998,0.1192,0.30953,Africa
117,0.38,0.207,Guinea,118,0.375,2019,4.534,0.086,0.332,Africa
101,0.390007734,0.249490842,Guinea,102,0.333655238,2020,4.949299812,0.11220455900000001,0.37187805799999996,Africa
139,0.344,0.185,Guinea,140,0.21100000000000002,2018,3.964,0.094,0.39399999999999996,Africa
149,0.17417,0.28657,Guinea,150,0.24009,2015,3.656,0.12139000000000001,0.37725,Africa
148,0.24454993009567302,0.264815092086792,Guinea,149,0.194129139184952,2017,3.50699996948242,0.110937617719173,0.348587512969971,Africa
147,0.315,0.392,Haiti,148,0.289,2018,3.582,0.10400000000000001,0.025,North America
141,0.284734428,0.463909656,Haiti,142,0.37436673,2020,3.720799923,0.161935672,0.169297516,North America
118,0.26673,0.46187,Haiti,119,0.38847,2015,4.518,0.17175,0.24425,North America
135,0.34097,0.47958,Haiti,136,0.27494,2016,4.0280000000000005,0.14476,0.12072000000000001,North America
144,0.368610262870789,0.48920378088951094,Haiti,145,0.277321130037308,2017,3.6029999256133998,0.0998721495270729,0.0303698573261499,North America
146,0.32299999999999995,0.419,Haiti,147,0.449,2019,3.597,0.11,0.026000000000000002,North America
55,0.598763585,0.256528199,Honduras,56,0.791989982,2020,5.953199862999999,0.086807102,0.568148077,North America
58,0.642,0.24600000000000002,Honduras,59,0.828,2019,5.86,0.078,0.507,North America
71,0.62,0.19699999999999998,Honduras,72,0.622,2018,5.504,0.07400000000000001,0.45899999999999996,North America
90,0.730573117733002,0.23618887364864302,Honduras,91,0.582569479942322,2017,5.1810002326965305,0.0733454525470734,0.348079860210419,North America
103,0.69429,0.2044,Honduras,104,0.5838300000000001,2016,4.871,0.06906,0.26755,North America
104,0.59532,0.23026999999999997,Honduras,105,0.6951,2015,4.788,0.06825,0.40148,North America
75,1.4380000000000002,0.258,Hong Kong,76,1.122,2019,5.43,0.287,0.44,Asia
75,1.405,0.24600000000000002,Hong Kong,76,1.03,2018,5.43,0.29100000000000004,0.524,Asia
71,1.38604,0.39478,Hong Kong,72,1.01328,2015,5.474,0.37124,0.59608,Asia
74,1.5107,0.40097,Hong Kong,75,0.9527700000000001,2016,5.457999999999999,0.31647,0.48078999999999994,Asia
77,1.3767460580000002,0.288280904,Hong Kong S.A.R. of China,78,1.136630654,2020,5.510399818,0.332485437,0.459356517,
70,1.55167484283447,0.374465793371201,"Hong Kong S.A.R., China",71,0.943062424659729,2017,5.47200012207031,0.29393374919891396,0.490968644618988,Asia
52,1.1643071170000001,0.070491239,Hungary,53,0.806793869,2020,6.000400066,0.027548173,0.386401802,Europe
103,1.12094,0.128,Hungary,104,0.75905,2015,4.8,0.02758,0.32111999999999996,Europe
61,1.2009999999999998,0.081,Hungary,62,0.828,2019,5.757999999999999,0.02,0.19899999999999998,Europe
74,1.2860119342803997,0.0784016624093056,Hungary,75,0.6877634525299069,2017,5.32399988174438,0.0366369374096394,0.17586351931095098,Europe
90,1.24142,0.099,Hungary,91,0.67608,2016,5.145,0.044719999999999996,0.1977,Europe
68,1.171,0.061,Hungary,69,0.732,2018,5.62,0.022000000000000002,0.259,Europe
2,1.42666,0.47678000000000004,Iceland,3,0.8673299999999999,2016,7.501,0.14975,0.56624,Europe
2,1.480633020401,0.47554022073745705,Iceland,3,0.8335521221160892,2017,7.50400018692017,0.15352655947208402,0.6271626353263849,Europe
3,1.3430000000000002,0.353,Iceland,4,0.914,2018,7.495,0.138,0.677,Europe
3,1.38,0.354,Iceland,4,1.026,2019,7.494,0.11800000000000001,0.591,Europe
3,1.326501608,0.362330228,Iceland,4,1.000843406,2020,7.504499912000001,0.14454077199999998,0.661980748,Europe
1,1.3023200000000001,0.4363,Iceland,2,0.94784,2015,7.561,0.14145,0.6287699999999999,Europe
139,0.755,0.2,India,140,0.588,2019,4.015,0.085,0.498,Asia
116,0.64499,0.26475,India,117,0.5152899999999999,2015,4.565,0.08492000000000001,0.39786,Asia
121,0.7922212481498722,0.23153848946094502,India,122,0.455427616834641,2017,4.31500005722046,0.0922268852591515,0.469987004995346,Asia
117,0.74036,0.25028,India,118,0.45091000000000003,2016,4.404,0.08722,0.40285,Asia
143,0.730576158,0.237072483,India,144,0.54057014,2020,3.573299885,0.105587982,0.5811422470000001,Asia
132,0.721,0.172,India,133,0.485,2018,4.19,0.09300000000000001,0.539,Asia
83,0.891720712,0.542646527,Indonesia,84,0.610437036,2020,5.285600185,0.038278612999999996,0.568161428,Asia
80,0.995538592338562,0.611704587936401,Indonesia,81,0.49234572052955605,2017,5.26200008392334,0.0153171354904771,0.443323463201523,Asia
73,0.8282700000000001,0.51535,Indonesia,74,0.63793,2015,5.399,0.0,0.46611,Asia
91,0.9309999999999999,0.498,Indonesia,92,0.66,2019,5.192,0.027999999999999997,0.491,Asia
95,0.899,0.484,Indonesia,96,0.522,2018,5.093,0.018000000000000002,0.5379999999999999,Asia
78,0.95104,0.56521,Indonesia,79,0.49373999999999996,2016,5.314,0.00322,0.39237,Asia
105,1.0590000000000002,0.282,Iran,106,0.691,2018,4.707,0.129,0.45899999999999996,Asia
104,1.11758,0.38538,Iran,105,0.64232,2016,4.813,0.0557,0.22544,Asia
107,1.15687310695648,0.387242913246155,Iran,108,0.639333188533783,2017,4.69199991226196,0.048761073499918005,0.24932260811328896,Asia
109,1.0088,0.38086,Iran,110,0.69805,2015,4.686,0.058629999999999995,0.30033000000000004,Asia
116,1.1,0.27,Iran,117,0.785,2019,4.548,0.125,0.305,Asia
117,1.029322505,0.27697894,Iran,118,0.749053836,2020,4.672399998,0.142651513,0.301195472,Asia
116,1.01,0.14800000000000002,Iraq,117,0.536,2018,4.456,0.095,0.304,Asia
125,1.043,0.14800000000000002,Iraq,126,0.574,2019,4.437,0.08900000000000001,0.24100000000000002,Asia
111,0.98549,0.17922000000000002,Iraq,112,0.60237,2015,4.677,0.13788,0.0,Asia
109,0.9820187090000001,0.15300206800000002,Iraq,110,0.529350698,2020,4.7848000530000006,0.073164992,0.283588052,Asia
116,1.1027104854583702,0.19963726401329,Iraq,117,0.501180469989777,2017,4.49700021743774,0.10721575468778599,0.288555532693863,Asia
111,1.07474,0.19589,Iraq,112,0.51076,2016,4.575,0.13635999999999998,0.24856,Asia
15,1.499,0.298,Ireland,16,0.9990000000000001,2019,7.021,0.31,0.516,Europe
13,1.4480000000000002,0.307,Ireland,14,0.8759999999999999,2018,6.977,0.306,0.614,Europe
15,1.446886778,0.295426995,Ireland,16,0.975670695,2020,7.093699932000001,0.37343326200000004,0.587779939,Europe
14,1.5357066392898602,0.42785832285881,Ireland,15,0.8097826242446899,2017,6.9770002365112305,0.29838815331459007,0.5731103420257571,Europe
17,1.33596,0.45901000000000003,Ireland,18,0.89533,2015,6.94,0.28703,0.6177699999999999,Europe
18,1.4834100000000001,0.44963000000000003,Ireland,19,0.81455,2016,6.907,0.29754,0.54008,Europe
12,1.276,0.261,Israel,13,1.0290000000000001,2019,7.138999999999999,0.08199999999999999,0.371,Asia
18,1.301,0.354,Israel,19,0.883,2018,6.814,0.272,0.5329999999999999,Asia
10,1.2285700000000002,0.33171999999999996,Israel,11,0.9138700000000001,2015,7.278,0.07785,0.41318999999999995,Asia
10,1.33766,0.32288,Israel,11,0.8491700000000001,2016,7.267,0.08728,0.36432,Asia
13,1.216463685,0.26686179600000004,Israel,14,1.008052945,2020,7.128600121,0.09989845,0.42069947700000004,Asia
10,1.3753824234008798,0.330082654953003,Israel,11,0.83840399980545,2017,7.212999820709231,0.0852421000599861,0.40598860383033797,Asia
29,1.236396074,0.17026621100000003,Italy,30,1.0225049259999999,2020,6.38740015,0.040145598,0.321305573,Europe
35,1.294,0.158,Italy,36,1.0390000000000001,2019,6.223,0.03,0.231,Europe
47,1.3950666189193701,0.17278964817523998,Italy,48,0.8531443476676941,2017,5.96400022506714,0.0280280914157629,0.256450712680817,Europe
46,1.264,0.13699999999999998,Italy,47,0.946,2018,6.0,0.027999999999999997,0.281,Europe
49,1.35495,0.16684000000000002,Italy,50,0.8510200000000001,2016,5.977,0.02556,0.18827,Europe
49,1.25114,0.22823000000000002,Italy,50,0.9544600000000001,2015,5.9479999999999995,0.02901,0.26236,Europe
98,0.569,0.154,Ivory Coast,99,0.23199999999999998,2019,4.944,0.09,0.35200000000000004,Africa
127,0.6030489206314089,0.201237469911575,Ivory Coast,128,0.0486421696841717,2017,4.17999982833862,0.130061775445938,0.4477061927318571,Africa
84,0.537094414,0.16991558699999998,Ivory Coast,85,0.154942513,2020,5.233300208999999,0.09349579400000001,0.39712253200000003,Africa
138,0.55507,0.20338,Ivory Coast,139,0.04476,2016,3.9160000000000004,0.1553,0.40663,Africa
150,0.46534,0.20165,Ivory Coast,151,0.15185,2015,3.655,0.17922000000000002,0.46866,Africa
106,0.541,0.146,Ivory Coast,107,0.08,2018,4.671,0.10300000000000001,0.467,Africa
55,0.8190000000000001,0.096,Jamaica,56,0.693,2018,5.89,0.031,0.575,North America
64,0.81038,0.2123,Jamaica,65,0.6874100000000001,2015,5.709,0.02299,0.50442,North America
72,0.89333,0.22245,Jamaica,73,0.5946899999999999,2016,5.51,0.04294,0.43596999999999997,North America
59,0.779058397,0.116268493,Jamaica,60,0.7884340879999999,2020,5.889800072000001,0.030147785,0.553124607,North America
75,0.925579309463501,0.23381833732128102,Jamaica,76,0.6410223841667181,2017,5.31099987030029,0.0552677810192108,0.474307239055634,North America
55,0.831,0.107,Jamaica,56,0.831,2019,5.89,0.027999999999999997,0.49,North America
61,1.26672411,0.03571178,Japan,62,1.072881341,2020,5.870800018,0.18143963800000001,0.495465875,Asia
45,1.27074,0.10705,Japan,46,0.99111,2015,5.987,0.1806,0.49615,Asia
52,1.3800700000000001,0.10224,Japan,53,0.91491,2016,5.921,0.18985,0.46761,Asia
53,1.294,0.079,Japan,54,0.988,2018,5.915,0.15,0.5529999999999999,Asia
57,1.327,0.069,Japan,58,1.088,2019,5.886,0.14,0.445,Asia
50,1.41691517829895,0.12057276815175999,Japan,51,0.9134758710861209,2017,5.92000007629395,0.163760736584663,0.505625545978546,Asia
118,0.785179198,0.091494769,Jordan,119,0.777624726,2020,4.6333999630000005,0.151878625,0.42485508299999997,Asia
81,0.9019799999999999,0.11052999999999999,Jordan,82,0.69639,2015,5.192,0.14293,0.40660999999999997,Asia
100,0.8370000000000001,0.11,Jordan,101,0.815,2019,4.906000000000001,0.13,0.38299999999999995,Asia
79,0.9967299999999999,0.14262,Jordan,80,0.60712,2016,5.303,0.13297,0.36023,Asia
73,0.9910123944282528,0.17217046022415197,Jordan,74,0.6045900583267211,2017,5.33599996566772,0.11980327218771002,0.418421149253845,Asia
89,0.8220000000000001,0.13,Jordan,90,0.645,2018,5.1610000000000005,0.134,0.46799999999999997,Asia
59,1.2845562696456898,0.20196442306041698,Kazakhstan,60,0.6060415506362921,2017,5.8189997673034695,0.11928288638591802,0.43745428323745705,Asia
59,1.143,0.14800000000000002,Kazakhstan,60,0.631,2018,5.79,0.121,0.45399999999999996,Asia
53,1.1225399999999999,0.11827,Kazakhstan,54,0.64368,2015,5.855,0.08454,0.51649,Asia
59,1.173,0.146,Kazakhstan,60,0.7290000000000001,2019,5.809,0.096,0.41,Asia
49,1.122594237,0.15371379300000002,Kazakhstan,50,0.6987889409999999,2020,6.0578999520000005,0.11046368599999999,0.497432142,Asia
53,1.22943,0.15011,Kazakhstan,54,0.57386,2016,5.919,0.11132,0.4052,Asia
121,0.52267,0.41328000000000004,Kenya,122,0.30146999999999996,2016,4.356,0.06686,0.40576,Africa
120,0.47641339899999996,0.39390209299999995,Kenya,121,0.536312759,2020,4.583000183,0.067201078,0.519180536,Africa
123,0.493,0.35200000000000004,Kenya,124,0.45399999999999996,2018,4.41,0.055,0.504,Africa
120,0.512,0.37200000000000005,Kenya,121,0.581,2019,4.5089999999999995,0.053,0.431,Africa
111,0.560479462146759,0.444860309362411,Kenya,112,0.30998834967613204,2017,4.55299997329712,0.0646413192152977,0.45276376605033897,Africa
124,0.36471,0.37542,Kenya,125,0.41435,2015,4.419,0.05839,0.42215,Africa
45,0.882,0.262,Kosovo,46,0.758,2019,6.1,0.006,0.489,Europe
68,0.80148,0.2831,Kosovo,69,0.63132,2015,5.5889999999999995,0.04741,0.24749000000000002,Europe
76,0.90145,0.27992,Kosovo,77,0.54,2016,5.401,0.06547,0.14396,Europe
65,0.855,0.27399999999999997,Kosovo,66,0.578,2018,5.662000000000001,0.023,0.44799999999999995,Europe
34,0.8404813409999999,0.325286865,Kosovo,35,0.672709167,2020,6.325200081,0.008559024,0.557280421,Europe
77,0.951484382152557,0.319931447505951,Kosovo,78,0.541452050209045,2017,5.27899980545044,0.0574716180562973,0.260287940502167,Europe
47,1.424833655,0.132751092,Kuwait,48,0.776468933,2020,6.102099895,0.112814933,0.5702614189999999,Asia
38,1.5542200000000002,0.16228,Kuwait,39,0.72492,2015,6.295,0.25609,0.55499,Asia
44,1.474,0.16699999999999998,Kuwait,45,0.675,2018,6.082999999999999,0.106,0.5539999999999999,Asia
38,1.63295245170593,0.228289797902107,Kuwait,39,0.6321057081222529,2017,6.10500001907349,0.21515955030918102,0.49633759260177596,Asia
40,1.61714,0.15965,Kuwait,41,0.63569,2016,6.239,0.23669,0.43166000000000004,Asia
50,1.5,0.142,Kuwait,51,0.8079999999999999,2019,6.021,0.09699999999999999,0.493,Asia
97,0.5962200760841371,0.42858037352562,Kyrgyzstan,98,0.553457796573639,2017,5.0040001869201705,0.0394391790032387,0.454943388700485,Asia
91,0.53,0.281,Kyrgyzstan,92,0.594,2018,5.131,0.035,0.54,Asia
84,0.5604399999999999,0.38432,Kyrgyzstan,85,0.5544899999999999,2016,5.185,0.047619999999999996,0.40212,Asia
85,0.551,0.3,Kyrgyzstan,86,0.723,2019,5.261,0.023,0.508,Asia
76,0.47428000000000003,0.3003,Kyrgyzstan,77,0.65088,2015,5.2860000000000005,0.042319999999999997,0.43477,Asia
73,0.513180971,0.30137074,Kyrgyzstan,74,0.680645883,2020,5.541500092000001,0.030466691,0.614617765,Asia
101,0.68042,0.43078999999999995,Laos,102,0.38291,2016,4.876,0.22423,0.52168,Asia
109,0.72,0.23,Laos,110,0.441,2018,4.623,0.174,0.626,Asia
104,0.764,0.266,Laos,105,0.551,2019,4.796,0.16399999999999998,0.547,Asia
103,0.714693844,0.27266711,Laos,104,0.48637828200000005,2020,4.888599873,0.194273964,0.612027287,Asia
98,0.5906600000000001,0.42191999999999996,Laos,99,0.54909,2015,4.876,0.24249,0.59591,Asia
67,1.2178799999999999,0.17445,Latvia,68,0.63952,2016,5.56,0.0889,0.27996,Europe
88,1.11312,0.18225999999999998,Latvia,89,0.72437,2015,5.098,0.06332,0.29671,Europe
53,1.26074862480164,0.153074786067009,Latvia,54,0.638566970825195,2017,5.849999904632571,0.0738427266478539,0.32570791244506797,Europe
52,1.148,0.092,Latvia,53,0.6709999999999999,2018,5.933,0.066,0.363,Europe
56,1.14139545,0.075407945,Latvia,57,0.7779024240000001,2020,5.9499998089999995,0.090391524,0.329198807,Europe
52,1.187,0.075,Latvia,53,0.812,2019,5.94,0.064,0.264,Europe
87,1.07498753070831,0.26445075869560203,Lebanon,88,0.7350810766220089,2017,5.22499990463257,0.037513829767704,0.28851598501205394,Asia
90,0.987,0.166,Lebanon,91,0.815,2019,5.197,0.027000000000000003,0.21600000000000003,Asia
110,0.889232516,0.158524141,Lebanon,111,0.7886711359999999,2020,4.771500111,0.021518147,0.18551667,Asia
92,1.12268,0.23693000000000003,Lebanon,93,0.76171,2016,5.129,0.030610000000000002,0.26228,Asia
102,1.0256399999999999,0.21854,Lebanon,103,0.83947,2015,4.8389999999999995,0.04582,0.33916,Asia
79,0.965,0.214,Lebanon,80,0.785,2018,5.358,0.136,0.503,Asia
138,0.521021246910095,0.157497271895409,Lesotho,139,0.0,2017,3.80800008773804,0.119094640016556,0.390661299228668,Africa
142,0.45493874,0.10262764199999999,Lesotho,143,0.100934811,2020,3.6528000830000003,0.050483823,0.40936753200000003,Africa
140,0.47200000000000003,0.11599999999999999,Lesotho,141,0.079,2018,3.8080000000000003,0.11199999999999999,0.423,Africa
143,0.489,0.107,Lesotho,144,0.168,2019,3.802,0.09300000000000001,0.359,Africa
96,0.37545,0.16388,Lesotho,97,0.07612000000000001,2015,4.898,0.12504,0.31767,Africa
149,0.10705999999999999,0.24063,Liberia,150,0.23165,2016,3.622,0.04852,0.25748000000000004,Africa
140,0.073,0.233,Liberia,141,0.44299999999999995,2019,3.975,0.033,0.37,Africa
148,0.076,0.20600000000000002,Liberia,149,0.267,2018,3.495,0.03,0.419,Africa
147,0.11904179304838199,0.26654988527298,Liberia,148,0.229918196797371,2017,3.5329999923706095,0.0389482490718365,0.33288118243217496,Africa
