,Economy (GDP per Capita),Generosity,Country,Happiness Rank,Health (Life Expectancy),year,Happiness Score,Trust (Government Corruption),Freedom,Continent
115,0.0712,0.24361999999999998,Liberia,116,0.34201,2015,4.571000000000001,0.06232000000000001,0.28531,Africa
123,0.174103007,0.22696787100000002,Liberia,124,0.392284274,2020,4.557899952,0.051139875999999994,0.405943096,Africa
66,1.0668799999999998,0.17087,Libya,67,0.52304,2016,5.615,0.10339000000000001,0.40671999999999997,Africa
62,1.13145,0.18295,Libya,63,0.7038,2015,5.754,0.11023,0.41668,Africa
67,1.1018030643463101,0.15207366645336198,Libya,68,0.520169019699097,2017,5.525000095367429,0.0926102101802826,0.465733230113983,Africa
71,1.044,0.133,Libya,72,0.6729999999999999,2019,5.525,0.152,0.41600000000000004,Africa
79,1.021913767,0.14275769900000002,Libya,80,0.615626633,2020,5.488800049,0.17225807899999998,0.45135405700000003,Africa
69,0.985,0.11599999999999999,Libya,70,0.5529999999999999,2018,5.566,0.14800000000000002,0.496,Africa
55,1.14723,0.026410000000000003,Lithuania,56,0.73128,2015,5.832999999999999,0.01031,0.21341999999999997,Europe
51,1.3145823478698702,0.010164656676352,Lithuania,52,0.62894994020462,2017,5.90199995040894,0.0118656428530812,0.234231784939766,Europe
41,1.238,0.043,Lithuania,42,0.818,2019,6.149,0.042,0.29100000000000004,Europe
59,1.2692,0.02025,Lithuania,60,0.64674,2016,5.813,0.0182,0.18929,Europe
49,1.197,0.026000000000000002,Lithuania,50,0.716,2018,5.952000000000001,0.006,0.35,Europe
40,1.193559647,0.053691040999999995,Lithuania,41,0.795421183,2020,6.215499877999999,0.081350274,0.42046079,Europe
19,1.6975200000000001,0.27571,Luxembourg,20,0.8454200000000001,2016,6.871,0.35329,0.5487,Europe
16,1.5639100000000001,0.28034000000000003,Luxembourg,17,0.91894,2015,6.946000000000001,0.37798000000000004,0.61583,Europe
17,1.74194359779358,0.283180981874466,Luxembourg,18,0.845089495182037,2017,6.86299991607666,0.31883442401886,0.59662789106369,Europe
13,1.609,0.19399999999999998,Luxembourg,14,1.012,2019,7.09,0.316,0.526,Europe
16,1.5759999999999998,0.196,Luxembourg,17,0.8959999999999999,2018,6.91,0.321,0.632,Europe
9,1.536676049,0.19595392,Luxembourg,10,0.986442685,2020,7.2375001910000005,0.367041469,0.610137045,Europe
88,0.9590000000000001,0.17300000000000001,Macedonia,89,0.691,2018,5.185,0.052000000000000005,0.39399999999999996,Europe
89,0.935371995,0.18586354,Macedonia,90,0.802994132,2020,5.1598000530000006,0.024595059,0.41022458700000003,Europe
91,1.06457793712616,0.25376096367836,Macedonia,92,0.644948184490204,2017,5.175000190734861,0.0602777935564518,0.325905978679657,Europe
94,1.0193,0.23506999999999997,Macedonia,95,0.6473800000000001,2016,5.121,0.07047,0.27668000000000004,Europe
92,0.91851,0.22359,Macedonia,93,0.73545,2015,5.007,0.053270000000000005,0.33457,Europe
142,0.262,0.155,Madagascar,143,0.402,2018,3.7739999999999996,0.049,0.221,Africa
143,0.305808693170547,0.208732530474663,Madagascar,144,0.375223308801651,2017,3.64400005340576,0.0672319754958153,0.18919676542282102,Africa
136,0.244553208,0.191190064,Madagascar,137,0.500617027,2020,4.165599823,0.076248638,0.192967549,Africa
146,0.20824,0.21333000000000002,Madagascar,147,0.46721,2015,3.681,0.08123999999999999,0.19184,Africa
142,0.27399999999999997,0.16899999999999998,Madagascar,143,0.555,2019,3.9330000000000003,0.040999999999999995,0.14800000000000002,Africa
147,0.27954,0.2204,Madagascar,148,0.37109000000000003,2016,3.695,0.07506,0.13684000000000002,Africa
144,0.176534727,0.21318505699999998,Malawi,145,0.446163297,2020,3.538000107,0.131633952,0.487389833,Africa
149,0.191,0.218,Malawi,150,0.495,2019,3.41,0.08900000000000001,0.44299999999999995,Africa
146,0.18600000000000003,0.21,Malawi,147,0.306,2018,3.5869999999999997,0.08,0.531,Africa
130,0.016040000000000002,0.33128,Malawi,131,0.22562,2015,4.292,0.06977,0.43054,Africa
135,0.233442038297653,0.28717046976089505,Malawi,136,0.315089583396912,2017,3.97000002861023,0.0727116540074348,0.466914653778076,Africa
131,0.08709,0.30968,Malawi,132,0.29364,2016,4.156000000000001,0.07564,0.4143,Africa
79,1.2209999999999999,0.26,Malaysia,80,0.828,2019,5.3389999999999995,0.024,0.508,Asia
60,1.12486,0.33075,Malaysia,61,0.7239399999999999,2015,5.77,0.10500999999999999,0.5302399999999999,Asia
34,1.161,0.311,Malaysia,35,0.669,2018,6.322,0.059000000000000004,0.35600000000000004,Asia
46,1.25142,0.41473999999999994,Malaysia,47,0.62366,2016,6.005,0.09081,0.39031,Asia
41,1.29121541976929,0.416608929634094,Malaysia,42,0.618784427642822,2017,6.08400011062622,0.0656007081270218,0.40226498246192893,Asia
81,1.168421626,0.274886161,Malaysia,82,0.7885118720000001,2020,5.384300232,0.062163132999999995,0.596941531,Asia
86,0.9378643040000001,0.224198252,Maldives,87,0.9144395590000001,2020,5.197599888,0.071906492,0.548203647,
113,0.35246264899999996,0.16966705,Mali,114,0.234981522,2020,4.729300021999999,0.06214627599999999,0.377534449,Africa
137,0.26074,0.18798,Mali,138,0.20583,2015,3.995,0.12352,0.38856999999999997,Africa
134,0.31292,0.21064000000000002,Mali,135,0.16347,2016,4.073,0.13647,0.27544,Africa
117,0.37,0.139,Mali,118,0.152,2018,4.447,0.055999999999999994,0.36700000000000005,Africa
127,0.385,0.153,Mali,128,0.308,2019,4.39,0.052000000000000005,0.327,Africa
126,0.476180493831635,0.183354198932648,Mali,127,0.16936567425727803,2017,4.19000005722046,0.10497024655342098,0.306613743305206,Africa
21,1.3,0.375,Malta,22,0.9990000000000001,2019,6.726,0.151,0.564,Europe
26,1.34327983856201,0.5747305750846861,Malta,27,0.821944236755371,2017,6.52699995040894,0.153066068887711,0.588767051696777,Europe
21,1.2525132890000001,0.341180831,Malta,22,0.9720420240000001,2020,6.772799968999999,0.17886407699999998,0.633239031,Europe
21,1.27,0.376,Malta,22,0.884,2018,6.627000000000001,0.142,0.645,Europe
29,1.30782,0.56237,Malta,30,0.80315,2016,6.4879999999999995,0.17554,0.54994,Europe
36,1.2074,0.51752,Malta,37,0.88721,2015,6.3020000000000005,0.13585999999999998,0.60365,Europe
125,0.557,0.134,Mauritania,126,0.292,2018,4.356,0.09300000000000001,0.129,Africa
128,0.539684892,0.128899664,Mauritania,129,0.425184816,2020,4.374599934,0.122257635,0.185714483,Africa
122,0.6484572887420649,0.201870024204254,Mauritania,123,0.285349279642105,2017,4.29199981689453,0.136957004666328,0.0960980430245399,Africa
123,0.45407,0.21899999999999997,Mauritania,124,0.35874,2015,4.436,0.17461,0.24231999999999998,Africa
129,0.6139100000000001,0.22685999999999998,Mauritania,130,0.28639000000000003,2016,4.2010000000000005,0.17955,0.1268,Africa
121,0.57,0.106,Mauritania,122,0.489,2019,4.49,0.08800000000000001,0.066,Africa
65,1.14372,0.36951,Mauritius,66,0.66189,2016,5.648,0.05202999999999999,0.46145,Africa
63,1.1893955469131499,0.360933750867844,Mauritius,64,0.6380074620246889,2017,5.62900018692017,0.0421815551817417,0.491247326135635,Africa
48,1.07366395,0.18689455100000002,Mauritius,49,0.7633894090000001,2020,6.101299762999999,0.084088229,0.590838134,Africa
56,1.12,0.215,Mauritius,57,0.7979999999999999,2019,5.888,0.06,0.498,Africa
54,1.09,0.245,Mauritius,55,0.684,2018,5.891,0.05,0.584,Africa
70,1.0076100000000001,0.37744,Mauritius,71,0.7095,2015,5.477,0.07521,0.56066,Africa
23,1.038,0.069,Mexico,24,0.7609999999999999,2018,6.4879999999999995,0.095,0.479,North America
22,1.07,0.07400000000000001,Mexico,23,0.861,2019,6.595,0.073,0.433,North America
23,1.024387479,0.083094485,Mexico,24,0.831601024,2020,6.465000152999999,0.083133668,0.553892553,North America
13,1.02054,0.14074,Mexico,14,0.8144399999999999,2015,7.187,0.21311999999999998,0.48181,North America
24,1.1531838178634601,0.12099043279886199,Mexico,25,0.709978997707367,2017,6.57800006866455,0.132774114608765,0.412730008363724,North America
20,1.1150799999999998,0.11735,Mexico,21,0.71143,2016,6.778,0.18355,0.37709000000000004,North America
54,0.69177,0.19997,Moldova,55,0.5230899999999999,2016,5.897,0.019030000000000002,0.25201999999999997,Europe
51,0.59448,0.20951,Moldova,52,0.61826,2015,5.888999999999999,0.01615,0.32818,Europe
69,0.7079167959999999,0.174049184,Moldova,70,0.713299453,2020,5.607500076,0.014378743999999999,0.38957148799999997,Europe
70,0.685,0.18100000000000002,Moldova,71,0.7390000000000001,2019,5.529,0.0,0.245,Europe
66,0.657,0.171,Moldova,67,0.62,2018,5.64,0.0,0.23199999999999998,Europe
55,0.7288706302642819,0.20877912640571603,Moldova,56,0.5894652009010309,2017,5.837999820709231,0.0100912861526012,0.24072904884815197,Europe
93,0.914,0.253,Mongolia,94,0.575,2018,5.125,0.032,0.395,Asia
82,0.948,0.235,Mongolia,83,0.667,2019,5.285,0.038,0.317,Asia
80,0.904872775,0.26388573600000004,Mongolia,81,0.6157881620000001,2020,5.4562001229999995,0.046533125999999994,0.355703115,Asia
99,1.0272358655929599,0.338464230298996,Mongolia,100,0.557783484458923,2017,4.95499992370605,0.0329022891819477,0.39414396882057207,Asia
99,0.82819,0.3323,Mongolia,100,0.60268,2015,4.874,0.026660000000000003,0.43626000000000004,Asia
100,0.9885299999999999,0.34539000000000003,Mongolia,101,0.55469,2016,4.907,0.03285,0.35972,Asia
82,0.9743799999999999,0.1614,Montenegro,82,0.72521,2015,5.192,0.14296,0.1826,Europe
80,1.0170000000000001,0.111,Montenegro,81,0.7290000000000001,2018,5.347,0.081,0.259,Europe
87,1.07838,0.17190999999999998,Montenegro,88,0.6353300000000001,2016,5.1610000000000005,0.12721,0.15111,Europe
71,1.010150075,0.14901033,Montenegro,72,0.839028895,2020,5.54610014,0.09843511099999999,0.303223848,Europe
82,1.12112903594971,0.197911024093628,Montenegro,83,0.6674646735191351,2017,5.23699998855591,0.0881741940975189,0.194989055395126,Europe
72,1.051,0.142,Montenegro,73,0.871,2019,5.523,0.08,0.19699999999999998,Europe
83,0.8781145811080929,0.0322099551558495,Morocco,84,0.59771066904068,2017,5.2350001335144,0.0877631828188896,0.408158332109451,Africa
84,0.779,0.026000000000000002,Morocco,85,0.669,2018,5.254,0.07400000000000001,0.46,Africa
96,0.75862211,0.040032551,Morocco,97,0.745096922,2020,5.094799995,0.07738560400000001,0.45005413899999996,Africa
91,0.7347899999999999,0.07172,Morocco,92,0.60954,2015,5.013,0.08546000000000001,0.41691000000000006,Africa
89,0.8405799999999999,0.040530000000000004,Morocco,90,0.5947100000000001,2016,5.151,0.08404,0.25645999999999997,Africa
88,0.8009999999999999,0.036000000000000004,Morocco,89,0.782,2019,5.207999999999999,0.076,0.418,Africa
119,0.178741366,0.22042210399999998,Mozambique,120,0.324223638,2020,4.623600006,0.163064316,0.56077534,Africa
122,0.204,0.19699999999999998,Mozambique,123,0.39,2019,4.466,0.138,0.494,Africa
122,0.198,0.20600000000000002,Mozambique,123,0.17300000000000001,2018,4.417,0.158,0.531,Africa
112,0.23430564999580397,0.322228103876114,Mozambique,113,0.10665443539619399,2017,4.550000190734861,0.17943638563156103,0.48079109191894503,Africa
93,0.08308,0.22269,Mozambique,94,0.09131,2015,4.971,0.15603,0.34037,Africa
130,0.71,0.5660000000000001,Myanmar,131,0.555,2019,4.36,0.172,0.525,Asia
129,0.682,0.598,Myanmar,130,0.429,2018,4.308,0.17800000000000002,0.58,Asia
118,0.34112,0.81971,Myanmar,119,0.3988,2016,4.395,0.20243,0.42691999999999997,Asia
128,0.27108000000000004,0.79588,Myanmar,129,0.48246000000000006,2015,4.3069999999999995,0.19034,0.44017,Asia
132,0.67809093,0.569813728,Myanmar,133,0.49544307600000004,2020,4.308000088,0.18753035399999998,0.5974788670000001,Asia
113,0.36711055040359497,0.8380751609802249,Myanmar,114,0.397522568702698,2017,4.54500007629395,0.188816204667091,0.514492034912109,Asia
118,0.8740000000000001,0.051,Namibia,119,0.365,2018,4.441,0.064,0.519,Africa
121,0.84008199,0.076454483,Namibia,122,0.40687117,2020,4.571100235,0.054320343,0.44459897299999995,Africa
112,0.879,0.07,Namibia,113,0.47700000000000004,2019,4.638999999999999,0.055999999999999994,0.401,Africa
112,0.9328700000000001,0.07795,Namibia,113,0.34745,2016,4.574,0.10397999999999999,0.48613999999999996,Africa
110,0.964434325695038,0.0771337449550629,Namibia,111,0.33861181139946,2017,4.57399988174438,0.0931469723582268,0.520303547382355,Africa
98,0.479820191860199,0.39409616589546204,Nepal,99,0.504130780696869,2017,4.961999893188481,0.0729755461215973,0.44030594825744607,Asia
99,0.446,0.285,Nepal,100,0.677,2019,4.913,0.08900000000000001,0.439,Asia
120,0.35996999999999996,0.32295999999999997,Nepal,121,0.5687399999999999,2015,4.513999999999999,0.059070000000000004,0.38282,Asia
106,0.44626000000000005,0.3816,Nepal,107,0.50073,2016,4.793,0.07007999999999999,0.37012,Asia
100,0.425,0.302,Nepal,101,0.539,2018,4.88,0.078,0.526,Asia
91,0.444050372,0.300971806,Nepal,92,0.66887939,2020,5.137199879,0.127502963,0.480608255,Asia
4,1.396,0.322,Netherlands,5,0.9990000000000001,2019,7.4879999999999995,0.298,0.557,Europe
5,1.50394463539124,0.47048982977867104,Netherlands,6,0.8106961250305179,2017,7.3769998550415,0.282661825418472,0.5853844881057739,Europe
5,1.338946342,0.336317569,Netherlands,6,0.9756753440000001,2020,7.448900223,0.368569762,0.61362648,Europe
6,1.46468,0.47416,Netherlands,7,0.8123100000000001,2016,7.3389999999999995,0.29927,0.55211,Europe
5,1.361,0.33299999999999996,Netherlands,6,0.878,2018,7.441,0.295,0.638,Europe
6,1.32944,0.4761,Netherlands,7,0.89284,2015,7.377999999999999,0.31814000000000003,0.6157600000000001,Europe
7,1.242317915,0.325726211,New Zealand,8,1.008138299,2020,7.2996001239999995,0.46126827600000003,0.646789908,Australia
7,1.36066,0.49401000000000006,New Zealand,8,0.83096,2016,7.334,0.41903999999999997,0.5814699999999999,Australia
8,1.2501799999999998,0.47501000000000004,New Zealand,9,0.9083700000000001,2015,7.2860000000000005,0.42922,0.6393800000000001,Australia
7,1.268,0.365,New Zealand,8,0.8759999999999999,2018,7.324,0.389,0.669,Australia
7,1.40570604801178,0.500005125999451,New Zealand,8,0.816759705543518,2017,7.31400012969971,0.38281670212745705,0.6140621304512021,Australia
7,1.3030000000000002,0.33,New Zealand,8,1.026,2019,7.307,0.38,0.585,Australia
40,0.6679999999999999,0.20800000000000002,Nicaragua,41,0.7,2018,6.141,0.128,0.527,North America
56,0.59325,0.27815,Nicaragua,57,0.7431399999999999,2015,5.827999999999999,0.19317,0.55475,North America
45,0.620033145,0.212871477,Nicaragua,46,0.803093255,2020,6.13710022,0.174084574,0.560117304,North America
42,0.737299203872681,0.301674216985703,Nicaragua,43,0.6530959606170649,2017,6.07100009918213,0.130687981843948,0.447551846504211,North America
44,0.6940000000000001,0.2,Nicaragua,45,0.835,2019,6.105,0.127,0.435,North America
47,0.69384,0.29773,Nicaragua,48,0.65213,2016,5.992000000000001,0.16292,0.46581999999999996,North America
134,0.16192533075809498,0.22867384552955602,Niger,135,0.26850500702858,2017,4.02799987792969,0.13857294619083402,0.36365869641304,Africa
133,0.131,0.175,Niger,134,0.221,2018,4.166,0.099,0.39,Africa
102,0.10833033199999999,0.20817689600000003,Niger,103,0.29881635300000003,2020,4.909599781,0.137554765,0.435311615,Africa
141,0.1327,0.2097,Niger,142,0.26161999999999996,2016,3.8560000000000003,0.17176,0.38040999999999997,Africa
113,0.138,0.188,Niger,114,0.366,2019,4.628,0.102,0.318,Africa
143,0.0694,0.19387000000000001,Niger,144,0.29707,2015,3.845,0.15639,0.47691999999999996,Africa
84,0.696,0.215,Nigeria,85,0.245,2019,5.265,0.040999999999999995,0.426,Africa
77,0.65435,0.27233,Nigeria,78,0.16007000000000002,2015,5.268,0.0403,0.34334000000000003,Africa
102,0.75216,0.23219,Nigeria,103,0.05108,2016,4.875,0.0305,0.27854,Africa
90,0.6890000000000001,0.201,Nigeria,91,0.048,2018,5.155,0.032,0.462,Africa
94,0.783756256103516,0.23094719648361198,Nigeria,95,0.0569157302379608,2017,5.07399988174438,0.0261215660721064,0.394952565431595,Africa
114,0.645901859,0.221328124,Nigeria,115,0.16783593600000002,2020,4.724100113,0.047589935,0.435079455,Africa
65,1.2080600000000001,0.26169000000000003,North Cyprus,66,0.92356,2015,5.695,0.1428,0.49027,Europe
60,1.3469113111496,0.266845703125,North Cyprus,61,0.834647238254547,2017,5.80999994277954,0.155353352427483,0.47120362520217896,Europe
75,1.21279943,0.19916005399999998,North Cyprus,76,1.0261245970000001,2020,5.53550005,0.199802905,0.477885723,Europe
61,1.31141,0.26322,North Cyprus,62,0.8414200000000001,2016,5.771,0.16577999999999998,0.43596,Europe
83,0.983,0.185,North Macedonia,84,0.838,2019,5.274,0.034,0.345,Europe
63,1.263,0.191,Northern Cyprus,64,1.042,2019,5.718,0.162,0.41700000000000004,Europe
57,1.229,0.179,Northern Cyprus,58,0.909,2018,5.835,0.154,0.495,Europe
3,1.57744,0.37895,Norway,4,0.79579,2016,7.497999999999999,0.35775999999999997,0.59609,Europe
2,1.4880000000000002,0.271,Norway,3,1.028,2019,7.553999999999999,0.341,0.603,Europe
1,1.456,0.28600000000000003,Norway,2,0.861,2018,7.593999999999999,0.34,0.6859999999999999,Europe
0,1.6164631843566901,0.36201223731041,Norway,1,0.796666502952576,2017,7.537000179290769,0.31596383452415505,0.635422587394714,Europe
4,1.42420733,0.287985086,Norway,5,1.0080718990000002,2020,7.487999916000001,0.43410056799999996,0.670200884,Europe
3,1.459,0.34699,Norway,4,0.88521,2015,7.522,0.36503,0.66973,Europe
21,1.36011,0.21541999999999997,Oman,22,0.76276,2015,6.853,0.32524000000000003,0.63274,Asia
65,0.616799474,0.22870506300000001,Pakistan,66,0.46993324200000003,2020,5.69329977,0.122592121,0.405421734,Asia
80,0.59543,0.33671,Pakistan,81,0.51466,2015,5.194,0.10464000000000001,0.12102,Asia
74,0.652,0.21600000000000003,Pakistan,75,0.424,2018,5.472,0.113,0.33399999999999996,Asia
91,0.68816,0.31185,Pakistan,92,0.40306,2016,5.132000000000001,0.1388,0.14622000000000002,Asia
66,0.677,0.22,Pakistan,67,0.535,2019,5.653,0.098,0.313,Asia
79,0.7268835306167599,0.31544601917266807,Pakistan,80,0.40204778313636796,2017,5.26900005340576,0.12434806674718901,0.23521526157856,Asia
107,0.67024,0.11154000000000001,Palestinian Territories,108,0.56844,2016,4.754,0.10613,0.17744000000000001,Asia
102,0.716249227523804,0.114173173904419,Palestinian Territories,103,0.565666973590851,2017,4.77500009536743,0.0892826020717621,0.25471106171608,Asia
124,0.587819219,0.091816261,Palestinian Territories,125,0.613826573,2020,4.552800179,0.07191365200000001,0.29870075,Asia
109,0.657,0.10300000000000001,Palestinian Territories,110,0.672,2019,4.696000000000001,0.066,0.225,Asia
103,0.642,0.086,Palestinian Territories,104,0.602,2018,4.743,0.076,0.266,Asia
107,0.59867,0.11250999999999999,Palestinian Territories,108,0.66015,2015,4.715,0.12905,0.24499,Asia
29,1.23374843597412,0.21055693924427,Panama,30,0.706156134605408,2017,6.4520001411438,0.070983923971653,0.550026834011078,North America
26,1.112,0.125,Panama,27,0.759,2018,6.43,0.063,0.597,North America
24,1.0635299999999999,0.24434,Panama,25,0.79661,2015,6.7860000000000005,0.0927,0.5421,North America
24,1.18306,0.2418,Panama,25,0.70835,2016,6.7010000000000005,0.08423,0.48927,North America
30,1.149,0.109,Panama,31,0.91,2019,6.321000000000001,0.054000000000000006,0.516,North America
35,1.097667813,0.097207308,Panama,36,0.878546536,2020,6.304800033999999,0.054230525999999994,0.57984978,North America
69,0.932537317276001,0.224150657653809,Paraguay,70,0.579250693321228,2017,5.493000030517581,0.091065913438797,0.473507791757584,South America
69,0.8937299999999999,0.25296,Paraguay,70,0.58295,2016,5.537999999999999,0.07396,0.46235,South America
66,0.897990823,0.20429924100000002,Paraguay,67,0.7358696459999999,2020,5.6921000479999995,0.065077379,0.586510062,South America
63,0.835,0.162,Paraguay,64,0.615,2018,5.681,0.07400000000000001,0.541,South America
62,0.855,0.184,Paraguay,63,0.777,2019,5.742999999999999,0.08,0.514,South America
52,0.75985,0.3424,Paraguay,53,0.66098,2015,5.877999999999999,0.08242000000000001,0.53899,South America
62,0.91854918,0.091611817,Peru,63,0.824444175,2020,5.796800137000001,0.02703266,0.513210058,South America
64,0.934,0.092,Peru,65,0.674,2018,5.662999999999999,0.034,0.53,South America
63,0.9960200000000001,0.14527,Peru,64,0.6299399999999999,2016,5.742999999999999,0.05292,0.37501999999999996,South America
62,1.0352252721786501,0.126819714903831,Peru,63,0.6301661133766171,2017,5.71500015258789,0.0470490865409374,0.45000287890434293,South America
64,0.96,0.083,Peru,65,0.8540000000000001,2019,5.697,0.027000000000000003,0.455,South America
57,0.9001899999999999,0.14982,Peru,58,0.73017,2015,5.824,0.05989,0.41496000000000005,South America
51,0.7751206759999999,0.12926021199999999,Philippines,52,0.602189481,2020,6.006000042,0.13038572699999998,0.6219151620000001,Asia
68,0.807,0.11699999999999999,Philippines,69,0.657,2019,5.631,0.107,0.5579999999999999,Asia
71,0.85769921541214,0.193513423204422,Philippines,72,0.46800905466079706,2017,5.42999982833862,0.0993318930268288,0.585214674472809,Asia
70,0.775,0.12,Philippines,71,0.513,2018,5.524,0.105,0.643,Asia
81,0.81217,0.21674000000000002,Philippines,82,0.47036000000000006,2016,5.279,0.11757000000000001,0.5485399999999999,Asia
89,0.70532,0.24991,Philippines,90,0.58114,2015,5.073,0.12279000000000001,0.62545,Asia
39,1.206,0.11699999999999999,Poland,40,0.884,2019,6.182,0.05,0.483,Europe
42,1.16922915,0.06337424400000001,Poland,43,0.868038476,2020,6.1862998010000005,0.160541251,0.557903528,Europe
56,1.24585,0.14443,Poland,57,0.69058,2016,5.835,0.055,0.4519,Europe
59,1.12555,0.16759000000000002,Poland,60,0.77903,2015,5.791,0.04212,0.53122,Europe
45,1.29178786277771,0.158465966582298,Poland,46,0.699475347995758,2017,5.97300004959106,0.0593078061938286,0.520342111587524,Europe
41,1.176,0.10800000000000001,Poland,42,0.7809999999999999,2018,6.122999999999999,0.064,0.546,Europe
88,1.3151752948761002,0.0951027125120163,Portugal,89,0.795843541622162,2017,5.19500017166138,0.0158694516867399,0.498465299606323,Europe
87,1.15991,0.13719,Portugal,88,0.8751899999999999,2015,5.102,0.01078,0.51469,Europe
58,1.168800831,0.053036947,Portugal,59,0.979315281,2020,5.9109001160000005,0.027733466000000002,0.5898951889999999,Europe
65,1.2209999999999999,0.047,Portugal,66,0.9990000000000001,2019,5.693,0.025,0.508,Europe
93,1.27607,0.11690999999999999,Portugal,94,0.7936300000000001,2016,5.122999999999999,0.01521,0.44727,Europe
76,1.188,0.055,Portugal,77,0.884,2018,5.41,0.017,0.562,Europe
14,1.35943,0.22202,Puerto Rico,15,0.77758,2016,7.039,0.12275,0.46823000000000004,North America
31,1.649,0.256,Qatar,32,0.748,2018,6.374,0.171,0.654,Asia
27,1.69042,0.32573,Qatar,28,0.79733,2015,6.611000000000001,0.52208,0.6404,Asia
34,1.8707656860351598,0.33047387003898604,Qatar,35,0.7100980877876278,2017,6.375,0.43929925560951205,0.604130983352661,Asia
35,1.82427,0.32388,Qatar,36,0.71723,2016,6.375,0.48049,0.56679,Asia
28,1.6840000000000002,0.22,Qatar,29,0.871,2019,6.374,0.16699999999999998,0.555,Asia
70,1.1697,0.12889,Romania,71,0.67602,2016,5.528,0.006790000000000001,0.36712,Europe
85,1.04345,0.13748,Romania,86,0.7689,2015,5.124,0.006490000000000001,0.35068,Europe
47,1.162,0.083,Romania,48,0.825,2019,6.07,0.005,0.462,Europe
46,1.1204016209999998,0.068181619,Romania,47,0.79229486,2020,6.123700142000001,0.0008295689999999999,0.534852326,Europe
51,1.1159999999999999,0.08800000000000001,Romania,52,0.726,2018,5.945,0.001,0.528,Europe
56,1.21768391132355,0.133519917726517,Romania,57,0.6851583123207089,2017,5.824999809265139,0.0043879006989300294,0.457003742456436,Europe
63,1.13764,0.00199,Russia,64,0.6692600000000001,2015,5.716,0.03005,0.36679,Europe
72,1.126999617,0.099041916,Russia,73,0.68044591,2020,5.546000004,0.045699362,0.399499595,Europe
48,1.28177809715271,0.0522638224065304,Russia,49,0.547349333763123,2017,5.962999820709231,0.0329628810286522,0.373783111572266,Europe
55,1.2322799999999998,0.027360000000000002,Russia,56,0.58991,2016,5.856,0.03586,0.32682,Europe
58,1.151,0.065,Russia,59,0.599,2018,5.81,0.025,0.39899999999999997,Europe
67,1.183,0.08199999999999999,Russia,68,0.726,2019,5.648,0.031,0.33399999999999996,Europe
153,0.22208000000000003,0.22628,Rwanda,154,0.42863999999999997,2015,3.465,0.55191,0.59201,Africa
151,0.32846,0.23551999999999998,Rwanda,152,0.31865,2016,3.515,0.50521,0.5432,Africa
